-aku	ʔaku
-apa	ʔapa
-kau	kaʊ
-steve	ʃtɛv
-tidak	ˈtɪdɑk
-ya	ja
`kan	kan
`s	ʃ
a	a
a-	ə
a--aku	ʔaku
a-a-aku	ɑʔaʔaku
a-aku	ʔaku
a-apa	ʔapa
a-ha	ɑhɑ
a-hai	ɑhɑj
a-ho	ɑho
a-n	ʔan
a-n-k	ɑŋk
aa	ɑ
aaa	aː
aaaa	aː
aaaaaaah	ɑː
aaaaaah	ɑː
aaaaah	ɑː
aaaah	ɑː
aaaargh	ɑːɑːrg
aaah	ɑː
aaahh	ɑːh
aaahhh	ɑːh
aaargh	ɑːrg
aag	aːg
aage	aːgɛ
aagh	ɑːg
aah	ɑh
aahh	ɑː
aaj	aːj
aaja	aːdʒa
aakash	akaʃ
aake	ˈaːkɛ
aaku	aːku
aal	aːl
aamiin	aːmiːn
aamir	aːmiɾ
aan	aːn
aang	aːŋ
aankhon	aːŋkɔn
aaonda	ɔːnd̪a
aarav	ɑːˈrɑːf
aardvark	ɑːɹdʋɑɹk
aarfa	ɑːrfə
aargh	ɑːrg
aarohi	aːrohi
aaron	aːrɔn
aarti	aːrti
aasmaan	ɑːsmaːn
aatish	ˈaːtiʃ
aaya	aːja
aayan	ajaːn
aaye	aj
aayenge	ajɛŋɛ
aayi	aj
aayo	aːjo
ab	əp
aba	aba
aba-aba	abaaba
aba-abaku	abaabaku
abab	abap̚
ababwa	əˈbɑbwə
abad	abaʔ
abaddon	ɑbɑdɔn
abadi	abad̪i
abadi	əˈbadi
abadiah	abad̪iah
abadiat	abad̪iat̪̚
abadiku	abadɪku
abadimu	abadimu
abagnale	abagnaɭə
abaikan	abaɪkɑn
abaku	əˈbaku
abakus	abakʊs
abalon	əˈbalɔn
abalone	əˈbælini
abamama	əbaˈmama
abang	abaŋ
abang	əˈbaŋ
abangan	abaŋan
abangku	abaŋku
abangmu	abaŋmu
abangnya	abaŋɲa
abano	abano
abate	abate
abate	abatə
abatoar	abatoar
abaton	abatɔn
abaya	abaja
abba	ɑbːa
abbadon	ˈabbadɔn
abbarumbung	apbarʊmbʊŋ
abbas	ˈabbas
abbey	æbɛɪ
abbie	ˈabbi
abbies	ˈabbiəs
abbot	ˈæbɪt
abbott	æbɔt
abbs	æb
abbudin	ɑbːuˈdin
abby	ˈabɪ
abc	æbɛtʃ
abdallah	ɑbdɑllɑh
abdi	abdi
abdi	ap̚d̪i
abdikasi	apdikasi
abdomen	apdomən
abdomen	apdomɛn
abduksi	ap̚d̪ʊk̚si
abdul	əbˈdʊl
abdullah	abdolə
abdusen	ap̚dusən
abdya	abdja
abe	abe
abek	abək̚
abel	əˈbəl
abeoji	abeɔdʒi
abeonim	abɛoɪm
aber	abər
aberasi	abərasi
abercrombie	ɑbɛrkrɔmbɪ
aberdeen	əˈbɛːdrɪn
abernathy	əˈbɛrnaʈi
aberthol	ɑbɛrtoʊl
abg	æbg
abhay	əbˈhai
abhi	əpʰi
abhimanyu	əbiˈmənjoʊ
abhishek	abhiʃɛk
abi	abi
abigail	əbiˈgajl
abikara	abikara
abilene	əbiˈlini
abimanyu	abimanjʊ
abin	ˈabin
abis	abɪs
abis	əˈbis
abiturien	abit̪urien
abjad	abdʒat
abjad	apdʒat
abk	ɑbʔ
ablasi	aplasi
ablaut	ablawʊt
ablaut	ablaʊ̯t̚
able	əˈbəl
abnegation	əpnegasiʔ
abner	æbˈnɛr
abnormal	apnɔrmal
abnormal	æbnɔrmɔl
abnormalitas	apnormalitas
abnus	apnʊs
aboeji	ʔaboʔiʤi
aboenim	aboʔnim
abolisi	abolisi
abon	abɔn
abone	abone
abor	abɔr
aborigin	əboˈrɪgɪn
aborsi	abɔrsi
about	əˈbʊt
above	ɑboʊ
abra	əˈbra
abracadabra	əbraʋaˈdabra
abraham	əˈbraːham
abrak	ap̚rak̚
abrakadabra	əbrakaˈdabra
abrams	əˈbrams
abrasax	əˈbrasaχ
abrasi	abrasi
abrasi	ap̚rasi
abruzzi	əˈbruʤi
abs	ˈæp̚s
absalom	ɑbˈsalɔm
absen	ap̚sɛn
absen	æpˈsɛn
absensi	ap̚sɛnsi
absensi	əpˈsɛnsi
absente	ap̚sent̪e
absenteisme	apsenteɪsmə
abses	ap̚sɛs
absis	apsɪs
absolut	ap̚solʊt̚
absolut	ɑbsɔlʊt
absolutely	æpˈsɔlʊtli
absolutisme	apsolʊtɪsmə
absorben	apsɔrben
absorpsi	apsɔrpsi
abstrak	apstrak
abstrak	ɑpˈstrɑk
abstraksi	apstraksi
absurd	apsʊrt
absurd	æpˈsʊɹd
abu	əbu
abu-abu	əˈbuəˈbu
abu2	əbu
abuh	abʊh
abujiru	ʔabuˈdʒiru
abunya	əˈbʊnjə
aburage	aburagɛ
aburan	abʊran
abyssinia	əˈbɪsɪniə
ac	atʃ
ac	ətʃ
ac-nya	atʃɲa
academy	əˈtʃɛdəmi
acak	atʃak̚
acak	ˈatʃak
acak-acakan	ˈatʃɑkatʃɑˈkɑn
acala	atʃala
acappella	əˈtʃɑpɛlɑ
acapulco	ʔatʃapulkoʊ
acar	ˈatʃar
acara	atʃara
acara	ˈatʃara
acara-acara	ˈatʃaraˈatʃara
acaraku	ˈatʃaraku
acaram	atʃaram
acaramu	ətʃaramu
acaranya	ˈatʃaraɲa
acardo	atʃardo
acarnya	ˈatʃərnə
acarya	atʃarja
access	ˈɛtʃɛs
accord	ɑtʃɔːr
account	ˈaʊkəʊnt
ace	atʃe
ace	atʃə
aceh	atʃɛh
aceh	ˈatʃə
aces	atʃɛs
acheron	atʃəron
achilles	atʃɪl
achiyazid	atʃiˈjazɪt
achmed	atʃmɛt
achtung	ˈaxtʊŋ
acid	ˈasɪd
acintia	atʃɪntia̯
ack	ʔɛk
acker	ˈɑkɛr
ackerman	ˈʌkərmən
ackiel	ˈaʧɛl
aclu	ˈatʃloʊ
acnya	atʃnə
acosta	ʔaˈkɔsta
acp	atʃp
acre	ɑtʃrɛ
acres	ˈatʃrɛs
across	əˈkrɔs
act	ɑtʃ
acting	æktɪŋ
action	ˈækʃən
actuaiiy	ɑktuaj
actual	ɑkˈtʃuːl
actually	æktʃuːl
acu	atʃu
acuan	atʃuan
acuan	ˈatʃuan
acuh	əˈtʃʊh
acuhkan	atʃʊŋan
acungkan	əˈtʃʊŋkan
ad	ɑd
ad	ɑt
ada	ɑd̪a
ada	ˈada
ada-	ɑdɑ
ada-ada	ˈadada
adab	adap̚
adaiah	ˈadəjə
