majka	majka
otac	otats
voda	voda
hrana	hrana
kuća	kutʃa
čovjek	tʃovjek
vrijeme	vrijeme
drvo	drvo
ruka	ruka
oko	oko
a	a
abeceda	abetseda
avion	avion
azija	azija
baka	baka
banka	banka
bez	bez
bijel	bijel
bilo	bilo
bio	bio
bistar	bistar
biti	biti
bog	bog
bok	bok
bolji	boʎi
bosna	bosna
brat	brat
brzo	brzo
cijena	tsijena
cijeli	tsijeli
crn	tsrn
crta	tsrta
čamac	tʃamats
čekić	tʃekitʃ
često	tʃesto
četiri	tʃetiri
čovjek	tʃovjek
ćao	tʃao
ćevapi	tʃevapi
da	da
dakle	dakle
dan	dan
dar	dar
deset	deset
devet	devet
djevojka	djevojka
djeca	djetsa
dno	dno
dobar	dobar
dobro	dobro
doći	dotʃi
dok	dok
dom	dom
doručak	dorutʃak
dosadno	dosadno
drvo	drvo
duh	dux
duša	duʃa
dvije	dvije
džamija	dʒamija
džep	dʒep
džezva	dʒezva
el	el
er	er
es	es
evo	evo
faca	fatsa
fakultet	fakultet
film	film
fin	fin
firma	firma
gdje	gdje
glava	glava
glas	glas
gledati	gledati
gora	gora
gost	gost
grad	grad
grlo	grlo
hajde	xajde
halal	xalal
haljina	xaʎina
haman	xaman
haram	xaram
hladno	xladno
hleb	xleb
hvala	xvala
i	i
ići	itʃi
ideja	ideja
igra	igra
ikona	ikona
imati	imati
ime	ime
iznad	iznad
izvor	izvor
ja	ja
jabuka	jabuka
jahanje	jahanje
jak	jak
janje	janje
jar	jar
jasno	jasno
jastuk	jastuk
jata	jata
java	java
je	je
jezero	jezero
jezik	jezik
jorgovan	jorgovan
jučer	jutʃer
juna	juna
kafa	kafa
kako	kako
kamen	kamen
kao	kao
kiša	kiʃa
knjiga	kɲiga
ko	ko
kola	kola
kosa	kosa
kraj	kraj
krv	krv
kuća	kutʃa
lako	lako
ljepotica	ʎepotitsa
ljubav	ʎubav
ljudski	ʎudski
majka	majka
malo	malo
meko	meko
meso	meso
metar	metar
mi	mi
mir	mir
miran	miran
misao	misao
mlad	mlad
mnogo	mnogo
moj	moj
more	more
mozak	mozak
moći	motʃi
mrkva	mrkva
mudar	mudar
muzika	muzika
na	na
nada	nada
naglo	naglo
nakon	nakon
nama	nama
napolje	napoʎe
narav	narav
nas	nas
naći	natʃi
ne	ne
neko	neko
nema	nema
nered	nered
nesreća	nesretʃa
nešto	neʃto
ni	ni
nisam	nisam
niti	niti
niz	niz
noć	notʃ
novac	novats
nož	noʒ
njega	ɲega
njen	ɲen
njih	ɲix
o	o
oblak	oblak
obris	obris
oči	otʃi
od	od
odmah	odmax
ogroman	ogroman
okej	okej
okrenuti	okrenuti
olovka	olovka
on	on
ona	ona
onaj	onaj
ono	ono
opet	opet
opasan	opasan
ora	ora
ora	ora
osam	osam
osjećaj	osjetʃaj
ostati	ostati
otac	otats
otvoriti	otvoriti
ovo	ovo
ozbiljan	ozbiʎan
pakt	pakt
pamet	pamet
pas	pas
pekar	pekar
peta	peta
pijesak	pijesak
pismo	pismo
pivo	pivo
planina	planina
plavo	plavo
po	po
poći	potʃi
pod	pod
pojam	pojam
pokraj	pokraj
posao	posao
poslije	poslije
postati	postati
pozdrav	pozdrav
pravo	pravo
pred	pred
preko	preko
prijatelj	prijateʎ
prije	prije
problem	problem
prozor	prozor
prst	prst
ptica	ptitsa
put	put
račun	ratʃun
rad	rad
radio	radio
rakija	rakija
ram	ram
ran	ran
rano	rano
reći	retʃi
rijeka	rijeka
ruka	ruka
ruža	ruʒa
s	s
sada	sada
sad	sad
sam	sam
sanduk	sanduk
sat	sat
sa	sa
se	se
sedam	sedam
selo	selo
sestra	sestra
set	set
si	si
siguran	siguran
siječanj	sijetʃaɲ
sila	sila
sin	sin
sjećanje	sjetʃaɲe
sjever	sjever
skoro	skoro
slika	slika
slobodan	slobodan
slom	slom
smijeh	smijex
snijeg	snijeg
soba	soba
srce	sr̩tse
sreća	sretʃa
stajati	stajati
stan	stan
star	star
stolica	stolitsa
stvar	stvar
su	su
sunce	suntse
susjed	susjed
suza	suza
svaki	svaki
sve	sve
svi	svi
svijet	svijet
svjetlost	svjetlost
šala	ʃala
šapat	ʃapat
šareno	ʃareno
šećer	ʃetʃer
šesnaest	ʃesnaest
širok	ʃirok
šta	ʃta
što	ʃto
šuma	ʃuma
tako	tako
također	takodjer
tamo	tamo
tačka	tatʃka
težak	teʒak
ti	ti
tiha	tixa
tijelo	tijelo
tjedan	tjedan
tko	tko
tmina	tmina
to	to
topao	topao
torba	torba
trava	trava
trg	trg
tri	tri
tu	tu
tuga	tuga
tvoj	tvoj
u	u
ući	utʃi
ujak	ujak
ukus	ukus
ulica	ulitsa
um	um
umjetnost	umjetnost
unutar	unutar
usta	usta
uvek	uvek
uzeti	uzeti
vakat	vakat
val	val
vam	vam
var	var
vas	vas
vatra	vatra
već	vetʃ
večera	vetʃera
veza	veza
vidi	vidi
vijek	vijek
vilenjak	vijeɲak
vino	vino
visok	visok
vjetar	vjetar
voda	voda
voleti	voleti
volim	volim
vrata	vrata
vrijeme	vrijeme
vrlo	vrlo
za	za
zabava	zabava
zaboraviti	zaboraviti
zahvaljujući	zaxvaʎujutʃi
zakon	zakon
zalazak	zalazak
zamijeniti	zamijeniti
zanimljiv	zanimʎiv
zato	zato
zauvijek	zauvijek
zbog	zbog
zdravo	zdravo
zec	zets
zelena	zelena
zemlja	zemʎa
zid	zid
zima	zima
zlato	zlato
znati	znati
zora	zora
zub	zub
zvijezda	zvijezda
zvonik	zvonik
žaba	ʒaba
žal	ʒal
žar	ʒar
žena	ʒena
žica	ʒitsa
život	ʒivot
žlica	ʒlitsa
žut	ʒut
