á	ɑː
ab	abˠ
abaidh	ɑbʲɪɟ
abair	abˠəɾʲ
abair	ɑbˠəɾʲ
abairt	abˠəɾˠtʲ
ábalta	æːbˠəl̪ˠt̪ˠə
ábalta	ɑːbˠəl̪ˠt̪ˠə
ábaltacht	aːbˠəl̪ˠt̪ˠaxt̪ˠ
ábaltacht	ɑːbˠəl̪ˠt̪ˠəxt̪ˠ
abar	abˠəɾˠ
abartha	abˠəɾˠə
abarthach	abˠəɾˠəx
abcáisis	abˠkaːʃɪʃ
ab	əbˠ
abhac	auk
abhac	ɑuwək
abhaile	əvˠɑlʲə
abhaile	əwalʲə
abhaill	əuwəl̠ʲ
abhainn	əunʲ
abhainn	əun̠ʲ
abhainn	oːn̠ʲ
ábhal	aːwəlˠ
ábhal	aːwəl̪ˠ
ábhal	ɑːvˠəl̪ˠ
ábhal	ɑːwəlˠ
ábhal	ɑːwəl̪ˠ
abhann	əuən̪ˠ
abhann	əun̪ˠ
abhann	oːn̪ˠ
ábhar	aːwəɾˠ
ábhar	auɾˠ
ábhar	ɑːvˠəɾˠ
ábhar	ɑːwəɾˠ
abhlann	aul̪ˠə
abhlóir	ãulˠɔɾʲ
abhlóir	ãul̪ˠɔɾʲ
abhna	oːn̪ˠə
abhras	əuɾˠəsˠ
abhus	əvˠʊsˠ
abhus	əwʊsˠ
abláil	əbˠəl̪ˠɑːlʲ
abradh	abˠɾˠiːtʲ
abradh	abˠɾˠiəx
abraid	abˠɾˠədʲ
abraidís	abˠɾˠiːdʲiːʃ
abrán	ɑbˠəɾˠɑːn̪ˠ
abú	əbˠuː
abúise	abˠuːʃə
acadamh	akəd̪ˠəvˠ
acadamh	akəd̪ˠu
acadamh	akəd̪ˠuː
acais	ækəʃ
acaiseach	ækəʃəx
acastóir	akasˠt̪ˠaɾʲ
acastóir	akasˠt̪ˠoːɾʲ
acastóir	ɑkɑsˠt̪ˠoːɾʲ
achadh	axə
achadh	axu
achadh	axuː
achainí	axənʲi
achainí	axənʲiː
achar	axəɾˠ
achasán	ahasˠanˠ
achasán	ahasˠan̪ˠ
ach	ax
ach	ɑx
achrannach	axəɾˠn̪ˠəx
acht	ax
acht	axt̪ˠ
acht	ɑx
acht	ɑxt̪ˠ
aclaí	aklˠi
acmhainn	akuːn̠ʲ
acmhainn	akun̠ʲ
